"","LFC","padj","DE"
"Cre06.g291700",-2.372854957658,5.98935973700689e-33,TRUE
"Cre06.g293100",-6.4443067529275,1.37007764012105e-19,TRUE
"Cre06.g294000",2.71958561804702,4.80572664511734e-19,TRUE
"Cre06.g294150",-5.59469879401178,6.14718841580835e-11,TRUE
"Cre06.g294250",2.10153260200475,2.17861378003138e-05,TRUE
"Cre06.g295450",3.06914861245335,6.60233787070526e-13,TRUE
"Cre06.g297500",3.68338248826673,1.88550516154802e-08,TRUE
"Cre06.g299550",2.1109525783774,7.19468352749053e-06,TRUE
"Cre06.g300500",-4.11520314422361,2.85537874205513e-27,TRUE
"Cre06.g305350",-3.10717893060241,6.10013982841799e-30,TRUE
"Cre06.g306900",-4.76106826327281,1.43865057925715e-32,TRUE
"Cre06.g307500",3.16988958289789,4.04629381951339e-07,TRUE
"Cre06.g308200",-4.52832695245204,1.50062359459227e-94,TRUE
"Cre06.g308650",-2.61617621589471,3.02089017483464e-25,TRUE
"Cre06.g310200",-2.20120817631211,4.63961408800533e-19,TRUE
"Cre06.g310800",-2.09665040106844,3.61985898853056e-11,TRUE
"Cre06.g310900",-2.51831221164974,2.43917328590766e-36,TRUE
"Cre06.g310950",3.63297968985406,2.55327845244396e-76,TRUE
"Cre06.g311500",2.14932798425994,6.05477331446426e-12,TRUE
"Cre07.g314500",-3.39339274324307,2.28267091993194e-17,TRUE
"Cre07.g315250",3.19081072649073,5.5986174929377e-10,TRUE
"Cre07.g315550",2.60625207413449,1.03939386945097e-23,TRUE
"Cre07.g318600",3.62411539116258,7.45022938895154e-05,TRUE
"Cre07.g318800",-5.16608776977532,1.01414691148092e-16,TRUE
"Cre07.g320700",-2.68062289862002,2.4036877243018e-18,TRUE
"Cre07.g321400",-2.60257109869071,7.75654567699997e-10,TRUE
"Cre07.g321600",2.31986719235439,0.00102548575813938,TRUE
"Cre07.g321800",4.03534086369553,2.2317728506308e-09,TRUE
"Cre07.g322800",-3.1132214634123,1.33488381352983e-50,TRUE
"Cre07.g322850",-2.16301626026427,1.06654433470055e-14,TRUE
"Cre07.g323350",2.30219755377434,2.47187521347198e-07,TRUE
"Cre07.g323400",3.8056480592873,6.47767952434097e-06,TRUE
"Cre07.g324650",2.65344402132567,0.000451998722133603,TRUE
"Cre07.g324700",3.1831590417523,0.00188164379388467,TRUE
"Cre07.g325200",2.69369128827776,0.00792420419573518,TRUE
"Cre07.g325700",2.07609235320921,3.70709367752997e-06,TRUE
"Cre07.g325850",-2.80099337032735,0.0241962139855263,TRUE
"Cre07.g326750",-2.35752451414363,3.50852550414861e-32,TRUE
"Cre07.g327650",-2.87915276188269,7.05370301052287e-12,TRUE
"Cre07.g327950",-3.06425169713333,0.00293408810098127,TRUE
"Cre07.g329277",2.415911223363,3.42380617544137e-40,TRUE
"Cre07.g330200",-2.47689020260554,5.00719983653513e-27,TRUE
"Cre07.g331700",-3.86681051613472,3.85659389098776e-16,TRUE
"Cre07.g332350",-2.23242670237941,1.72534142969589e-17,TRUE
"Cre07.g332600",2.10594734281816,5.0441251912348e-19,TRUE
"Cre07.g332950",-3.38574491598881,7.80550284355681e-17,TRUE
"Cre07.g334150",-4.06068969256386,1.49033128806583e-37,TRUE
"Cre07.g334750",-2.89582449999438,8.46185022834757e-12,TRUE
"Cre07.g335250",-3.16436049670329,5.19498979634791e-12,TRUE
"Cre07.g336150",-3.85354963235903,3.2257348930413e-21,TRUE
"Cre07.g336800",-5.57965256260466,2.91703037721603e-62,TRUE
"Cre07.g338450",2.23962263266817,2.0933984578831e-17,TRUE
"Cre07.g338665",-3.88759579674865,2.85884338112452e-49,TRUE
"Cre07.g339550",2.4581524067196,4.59624146847934e-09,TRUE
"Cre07.g339850",-2.81026198311633,1.78274584396555e-11,TRUE
"Cre07.g340400",-2.74366078215755,1.1046521286601e-24,TRUE
"Cre07.g340850",2.67943392772635,4.6327791992737e-24,TRUE
"Cre07.g346850",-2.59726401002562,6.38302110621276e-22,TRUE
"Cre07.g346900",-2.45546683788623,1.25368914571209e-08,TRUE
"Cre07.g346950",-2.20772700066727,1.18772282008561e-09,TRUE
"Cre07.g347050",-2.18899700050676,6.72421681540154e-22,TRUE
"Cre07.g347150",-2.01152290812842,5.27073325362666e-10,TRUE
"Cre07.g347650",2.87138470008046,3.86439340589507e-05,TRUE
"Cre07.g347950",2.99507196982111,0.00628451756467257,TRUE
"Cre07.g348550",2.72817523641818,0.00650353102450287,TRUE
"Cre07.g348650",-3.75256157020658,3.70698654633407e-43,TRUE
"Cre07.g349200",2.12019825866495,1.69869187400884e-06,TRUE
"Cre07.g349700",-2.03421418199793,5.59256505681261e-12,TRUE
"Cre07.g349750",-2.2182003445218,2.77108521471577e-09,TRUE
"Cre07.g349800",-6.9051676053701,7.03904539225633e-20,TRUE
"Cre07.g350300",-2.09265855026706,3.74828258688766e-08,TRUE
"Cre07.g350451",-2.16195574238691,1.60334389049295e-08,TRUE
"Cre07.g351650",-2.23993311800266,1.28360480685994e-23,TRUE
"Cre07.g351950",5.00922442231644,4.61309802298322e-19,TRUE
"Cre07.g353250",3.39312691968322,1.29427465538903e-20,TRUE
"Cre07.g353837",-3.27433148195009,2.02752258514424e-16,TRUE
"Cre07.g354088",3.71690842392497,0.000108390418635048,TRUE
"Cre07.g355150",2.56377756425101,6.13285349677363e-15,TRUE
"Cre07.g355800",-4.09229029247982,8.72631110977298e-24,TRUE
"Cre07.g355950",-3.07441096770959,4.0986196879265e-13,TRUE
"Cre07.g356450",3.26317300091465,4.04936874519265e-19,TRUE
"Cre07.g357100",4.31456671838495,1.18899727936493e-06,TRUE
"Cre07.g357150",2.35895397703708,0.0304173113611491,TRUE
"Cre07.g357700",3.17059830958291,8.29573457465796e-30,TRUE
"Cre08.g358100",2.44873671038739,1.46807637206723e-10,TRUE
"Cre08.g359250",2.00062073933037,0.009141024279053,TRUE
"Cre08.g359300",-4.31973520968315,3.33286377271054e-12,TRUE
"Cre08.g359600",-5.6467899108139,8.00337537879675e-34,TRUE
"Cre08.g360444",-4.50381961945079,2.61471802509037e-06,TRUE
"Cre08.g360450",-5.43853874930006,1.99156723732784e-51,TRUE
"Cre08.g360550",3.15850581383902,2.99219866803821e-23,TRUE
"Cre08.g360564",2.70914643241261,1.28509656886223e-20,TRUE
"Cre08.g361350",-2.68272239158363,1.07457251031624e-09,TRUE
"Cre08.g362600",-4.32443651468171,3.78722330098076e-20,TRUE
"Cre08.g363000",2.65027438905074,0.000587519614197644,TRUE
"Cre08.g363100",-2.97017232658515,6.66101633413516e-12,TRUE
"Cre08.g363350",2.31466365002759,2.17422286181457e-06,TRUE
"Cre08.g364100",2.31199302767334,0.000564466712976923,TRUE
"Cre08.g364600",-2.31196231870757,8.64571719107496e-10,TRUE
"Cre08.g364950",-6.7626242467333,4.43979169664694e-60,TRUE
"Cre08.g365050",-2.68884133882166,1.32602287988303e-31,TRUE
"Cre08.g365200",-5.31899032134066,1.30432481209002e-54,TRUE
"Cre08.g365300",-5.53466415174042,7.88909308214932e-47,TRUE
"Cre08.g365350",2.24306228494787,4.37983394889605e-05,TRUE
"Cre08.g366050",-3.4333876850451,5.23752798650052e-06,TRUE
"Cre08.g366300",-2.50166799761759,4.98519482161007e-58,TRUE
"Cre08.g366579",2.82933618683258,2.15191461200206e-18,TRUE
"Cre08.g366650",2.17873578981365,1.06190963938806e-20,TRUE
"Cre08.g367100",2.12407344171844,6.4791235312825e-19,TRUE
"Cre08.g367550",-2.08050945128065,1.10352440297503e-14,TRUE
"Cre08.g367876",-2.63692587410257,0.0205516111040759,TRUE
"Cre08.g368600",-2.47055071701147,1.05341851245396e-05,TRUE
"Cre08.g368850",-9.43881476061439,2.73065626156184e-72,TRUE
"Cre08.g369200",-2.67223165451996,5.0623817271608e-20,TRUE
"Cre08.g370150",-2.21192568582279,2.40593576321826e-10,TRUE
"Cre08.g370550",2.09475120566219,2.01943974995991e-14,TRUE
"Cre08.g370950",-2.6867763909991,2.68013183452227e-08,TRUE
"Cre08.g372100",-2.04109459993053,1.85997744368783e-12,TRUE
"Cre08.g372150",-2.85098245446959,0.00562791129996097,TRUE
"Cre08.g374200",-3.33283711153225,6.93455133796975e-58,TRUE
"Cre08.g374600",-2.03777033689748,7.67000038529595e-05,TRUE
"Cre08.g375400",-5.68730506455354,1.71270204365989e-47,TRUE
"Cre08.g375450",2.15140746094303,7.42868898172695e-29,TRUE
"Cre08.g375950",2.13081098951359,2.62171150139055e-12,TRUE
"Cre08.g376550",-2.07790096716733,3.37554404125722e-18,TRUE
"Cre08.g376650",2.3822321130833,1.95109274941263e-24,TRUE
"Cre08.g377350",-2.28219657608228,3.37418467326717e-28,TRUE
"Cre08.g377650",3.90244284731571,4.64618319913263e-06,TRUE
"Cre08.g380000",3.01600779256967,2.144844576082e-25,TRUE
"Cre08.g381600",5.81043896026769,3.70351413044791e-59,TRUE
"Cre08.g381850",-3.63884900782231,3.05947413636116e-22,TRUE
"Cre08.g382050",2.63866050854858,1.92381168565752e-11,TRUE
"Cre08.g383950",2.93473070903482,1.63266243005392e-44,TRUE
"Cre08.g384050",3.95404345471958,2.89685002940054e-32,TRUE
"Cre08.g384250",-2.27708721031951,3.69559708670532e-19,TRUE
"Cre08.g384750",3.14170395146117,9.79102057815376e-63,TRUE
"Cre08.g385350",4.10379387689573,5.34186882429472e-52,TRUE
"Cre09.g387200",-4.02690642713562,3.99273489218962e-27,TRUE
"Cre09.g387450",2.0971777579487,2.24200378412853e-13,TRUE
"Cre09.g387800",-2.61871673530066,5.17440648836138e-17,TRUE
"Cre09.g388900",2.53894245921556,9.27864543384173e-18,TRUE
"Cre09.g389050",-7.72555396806576,7.31612063874785e-105,TRUE
"Cre09.g389150",-2.50128637031071,3.23108400535137e-31,TRUE
"Cre09.g391150",5.00230298770933,1.55870777825946e-24,TRUE
"Cre09.g391400",2.21243278555852,9.21458210059352e-07,TRUE
"Cre09.g391450",2.32727491167902,0.00136370318711734,TRUE
"Cre09.g391650",2.20898816563468,0.000381934466713098,TRUE
"Cre09.g393000",-5.31722922896703,6.88852435626238e-08,TRUE
"Cre09.g393850",-4.16050343542702,1.17574954600481e-39,TRUE
"Cre09.g395750",3.5313504383938,1.19082273203195e-22,TRUE
"Cre09.g395850",-5.43501273932976,1.5468084811804e-45,TRUE
"Cre09.g396100",-2.52408059715195,1.68734778310332e-12,TRUE
"Cre09.g396586",3.37000257952905,3.94513621286073e-07,TRUE
"Cre09.g397600",4.43821507369472,7.09482833375586e-23,TRUE
"Cre09.g397850",-5.30440690175592,1.45737420984491e-21,TRUE
"Cre09.g398050",3.14949405352229,4.67385622693708e-24,TRUE
"Cre09.g398400",3.17857838879627,2.36830024213664e-11,TRUE
"Cre09.g399000",2.18845336584816,7.53662898029871e-05,TRUE
"Cre09.g399250",7.50149023030863,1.80821013515716e-13,TRUE
"Cre09.g399950",2.72046707074123,0.0439549053097589,TRUE
"Cre09.g400200",-2.21241824275598,9.51648641210347e-10,TRUE
"Cre09.g400600",-2.75500328868919,7.12523970243399e-18,TRUE
"Cre09.g400800",-3.55784544714624,9.2419824359309e-15,TRUE
"Cre09.g401900",-2.60207612895728,1.27329455524669e-16,TRUE
"Cre09.g402050",-3.22307957196532,3.59116194627977e-25,TRUE
"Cre09.g402400",-3.20767230692032,2.74122154891032e-35,TRUE
"Cre09.g403650",-2.82276277066936,1.37226020194185e-36,TRUE
"Cre09.g403700",-5.2478936711945,9.37932365011959e-28,TRUE
"Cre09.g404050",-2.38360141404866,6.49764267778697e-43,TRUE
"Cre09.g404750",3.57609092295168,1.80484219246079e-06,TRUE
"Cre09.g404800",3.73742128892858,0.000283213561705398,TRUE
"Cre09.g405500",2.79190341914623,2.41533196437618e-26,TRUE
"Cre09.g406150",-2.75278044359072,9.37336665827617e-12,TRUE
"Cre09.g406600",-2.79454812030755,8.55557930434475e-11,TRUE
"Cre09.g406700",-4.49063034567112,4.19788644400089e-49,TRUE
"Cre09.g409600",-2.81155805157397,1.32033384059343e-24,TRUE
"Cre09.g409728",-2.09211664104492,0.00264741788238148,TRUE
"Cre09.g409950",-2.67548572483897,5.35553359292324e-44,TRUE
"Cre09.g410087",-3.06824591576279,3.40058087561139e-06,TRUE
"Cre09.g410150",-3.72780123452173,7.18711809062894e-52,TRUE
"Cre09.g410850",-2.89158269119255,0.00151289222927051,TRUE
"Cre09.g410900",-3.06319959173733,5.17524413551522e-07,TRUE
"Cre09.g410950",-3.60911719172894,2.73391162691924e-06,TRUE
"Cre09.g411600",-2.38276319956981,8.75095310077082e-40,TRUE
"Cre09.g411850",4.124260203784,5.10240255813653e-10,TRUE
"Cre09.g413100",2.74624747081114,4.47451560855257e-15,TRUE
"Cre09.g414450",2.77300953436693,3.38806201814677e-13,TRUE
"Cre09.g414750",-5.7780837110874,6.20004653302118e-27,TRUE
"Cre09.g416300",-2.58591073927989,7.17575182493725e-31,TRUE
"Cre09.g417000",-2.04773748577078,0.00467987233390645,TRUE
"Cre10.g419300",2.46659369962788,9.33004881241992e-07,TRUE
"Cre10.g420561",-2.41203746978396,6.07278905958513e-10,TRUE
"Cre10.g420600",-3.43500211217365,7.14041342074853e-36,TRUE
"Cre10.g421021",-5.34125891962192,1.14461424190725e-45,TRUE
"Cre10.g421150",-2.05494568669459,1.26326191801472e-27,TRUE
"Cre10.g422750",-3.22183735254636,2.12452349190519e-27,TRUE
"Cre10.g422850",3.13062578844398,1.39341381614942e-23,TRUE
"Cre10.g423550",2.44170565917666,1.06372821967079e-31,TRUE
"Cre10.g424250",-3.08269309108654,3.2566271661162e-29,TRUE
"Cre10.g424750",3.86531327507836,1.73058171202896e-07,TRUE
"Cre10.g426500",2.26186221984368,4.59303833971263e-21,TRUE
"Cre10.g426800",2.41002476696603,1.38214860973934e-06,TRUE
"Cre10.g426850",3.42384301569164,5.37369819999932e-07,TRUE
"Cre10.g426900",2.03608645664919,0.000578565730820786,TRUE
"Cre10.g427000",2.02535902958982,2.57527403887654e-15,TRUE
"Cre10.g427300",-2.03469973310415,6.05914762308285e-25,TRUE
"Cre10.g427950",-3.90945786491921,1.04617547749511e-51,TRUE
"Cre10.g429936",2.12474443480534,0.03940870073624,TRUE
"Cre10.g432150",2.45609266566744,1.30500304396352e-16,TRUE
"Cre10.g432650",-2.35083676419798,5.58363505955486e-14,TRUE
"Cre10.g432770",-2.43688383381154,4.07499729440404e-27,TRUE
"Cre10.g433800",-2.51573025606331,6.47646482630868e-09,TRUE
"Cre10.g434350",-2.01693513200855,1.50607484308689e-07,TRUE
"Cre10.g437250",-2.50257969895963,0.00529356052052256,TRUE
"Cre10.g437300",-2.3739488929847,0.000104912248073154,TRUE
"Cre10.g437600",2.88417084270755,0.000525126278503809,TRUE
"Cre10.g439450",-4.33888753499644,1.96674944794226e-16,TRUE
"Cre10.g439500",-2.09365902411512,0.00243322141935505,TRUE
"Cre10.g441150",2.14696223982915,5.9067601150399e-05,TRUE
"Cre10.g442750",-2.1990476436298,2.43590368354655e-05,TRUE
"Cre10.g444550",2.05230060585901,1.10393224895282e-33,TRUE
"Cre10.g446600",2.28022850060443,4.35305844105021e-12,TRUE
"Cre10.g447450",-2.90977390780851,7.73971593028357e-34,TRUE
"Cre10.g447800",-2.03540407379256,9.36845332826274e-09,TRUE
"Cre10.g447900",2.13883005015881,0.0266809914899801,TRUE
"Cre10.g448500",-3.86390753498324,1.17845554924658e-06,TRUE
"Cre10.g448550",-3.5614052346058,8.9630909925706e-22,TRUE
"Cre10.g448977",-2.45694236898182,1.48546388886743e-07,TRUE
"Cre10.g449750",2.92415911137196,2.39480525291955e-21,TRUE
"Cre10.g450600",-2.13381058464719,2.43103525358332e-10,TRUE
"Cre10.g451450",-3.19796992883765,2.61406453264756e-89,TRUE
"Cre10.g452800",3.1345005770962,7.49222312724419e-08,TRUE
"Cre10.g453250",3.55738014406259,8.3466950670251e-07,TRUE
"Cre10.g453400",2.95452200395488,4.89514898468498e-54,TRUE
"Cre10.g453500",-2.70183183215856,2.06896837037534e-25,TRUE
"Cre10.g453550",3.34380416572111,5.68551347534959e-15,TRUE
"Cre10.g453700",2.01639037290792,7.42640996677706e-32,TRUE
"Cre10.g453850",6.55204385228647,6.52687091795596e-07,TRUE
"Cre10.g456600",-3.73432270153274,7.79370542856044e-51,TRUE
"Cre10.g457013",-3.15541494267092,3.11451473579342e-36,TRUE
"Cre10.g458224",-3.90722326297175,3.2843891345391e-33,TRUE
"Cre10.g458600",-3.15502478710599,1.54062557569055e-35,TRUE
"Cre10.g459000",2.06990321274709,9.87877258206417e-30,TRUE
"Cre10.g459850",2.92511660657483,0.0225256752946701,TRUE
"Cre10.g461100",-2.1372461752664,9.29041107808329e-06,TRUE
"Cre10.g461500",2.8542296388814,2.51870165048156e-68,TRUE
"Cre10.g462600",-2.40394057983316,1.69979156912853e-17,TRUE
"Cre10.g463200",2.18681302515821,1.34792907503518e-27,TRUE
"Cre10.g463350",-8.73604341497825,1.31827975004391e-54,TRUE
"Cre10.g463355",-6.61557164646846,3.02728907301708e-06,TRUE
"Cre10.g463370",-11.6076112502359,6.28296227326605e-42,TRUE
"Cre10.g463750",-2.76458834558513,1.64388314931064e-19,TRUE
"Cre10.g465250",-2.74699434310102,4.9062915275126e-30,TRUE
"Cre10.g466500",2.21247627390581,3.10145680639467e-07,TRUE
"Cre10.g466650",-2.80385151037708,1.08828330005994e-28,TRUE
"Cre10.g467000",-2.16804842779058,5.29970608456008e-28,TRUE
"Cre11.g468100",-2.23153933398233,3.61367599272365e-57,TRUE
"Cre11.g468800",-5.36268343532294,5.81238668504339e-51,TRUE
"Cre11.g468850",-2.16903159096352,3.60177013875079e-20,TRUE
"Cre11.g469350",-2.62452732892148,4.9062915275126e-30,TRUE
"Cre11.g469800",-3.17038867484223,1.74611153306987e-45,TRUE
"Cre11.g474900",2.26885053235959,5.5027668316348e-05,TRUE
"Cre11.g475300",-2.28830846950704,4.5583296644725e-17,TRUE
"Cre11.g475550",-4.65949410787609,1.5498471769752e-46,TRUE
"Cre11.g476550",3.68280986600258,5.78867495645609e-58,TRUE
"Cre11.g476600",-3.02410585781468,0.00673232526897295,TRUE
"Cre11.g477750",-2.00386708879586,4.86422539486155e-16,TRUE
"Cre11.g478300",2.82589082402246,1.24976658857899e-25,TRUE
"Cre11.g481050",-2.64489056029387,3.26840741306041e-22,TRUE
"Cre11.g481150",2.25171975551477,2.45131797708368e-17,TRUE
"Cre11.g481600",-2.6793002468082,1.50736847509231e-10,TRUE
"Cre11.g481750",-4.68903506328053,2.03733583130683e-18,TRUE
"Cre11.g481850",-2.35489886146167,6.20642734326486e-12,TRUE
"Cre11.g482650",2.20359167496097,2.50952225232105e-11,TRUE
"Cre12.g483500",2.13838378319958,1.20174145115246e-23,TRUE
"Cre12.g484900",-3.23554318332283,9.59302828783668e-36,TRUE
"Cre12.g485000",-2.29392046374895,1.15944423396939e-26,TRUE
"Cre12.g485050",-2.01578751063555,1.59469059260974e-20,TRUE
"Cre12.g485100",-2.11358999216706,1.50559852809357e-13,TRUE
"Cre12.g485453",-2.54403686648039,4.91836518294432e-12,TRUE
"Cre12.g486200",-2.69181690041071,1.69987757386184e-22,TRUE
"Cre12.g487000",-3.2475464930031,1.93850872730159e-19,TRUE
"Cre12.g487650",-5.03893699623237,3.71768651513884e-14,TRUE
"Cre12.g487700",-2.10697611656017,2.83603857247362e-08,TRUE
"Cre12.g487950",-2.42471971450983,1.73240476117283e-21,TRUE
"Cre12.g488050",2.20338400631647,1.73526229866465e-12,TRUE
"Cre12.g488200",-6.65979751513831,6.54111047466662e-30,TRUE
"Cre12.g488450",-6.97268700304812,4.79791964645384e-49,TRUE
"Cre12.g489300",-5.77570935349166,7.9107713187163e-60,TRUE
"Cre12.g489750",-2.80927493795655,6.09281051485768e-32,TRUE
"Cre12.g490800",-4.32903016054152,5.8968494196972e-34,TRUE
"Cre12.g491550",3.05407675324152,1.10592042747697e-06,TRUE
"Cre12.g492150",3.50671535150277,0.00248665650860024,TRUE
"Cre12.g492600",3.53922856634017,1.58205752061954e-29,TRUE
"Cre12.g493100",-2.70683332825751,7.52265633896651e-12,TRUE
"Cre12.g494150",-3.50685559872487,4.09184854611986e-06,TRUE
"Cre12.g494300",-3.03213471771305,9.52525687404748e-10,TRUE
"Cre12.g494950",-4.44086320811135,4.2296784162367e-15,TRUE
"Cre12.g495100",-4.47455838322552,2.34076512246241e-134,TRUE
"Cre12.g495400",-2.6596734136871,5.86433753588953e-08,TRUE
"Cre12.g496100",-2.49360920431211,1.11124134614146e-22,TRUE
"Cre12.g496150",2.35936855552622,5.03279070481719e-29,TRUE
"Cre12.g496350",-3.42206094589866,1.12157348735699e-50,TRUE
"Cre12.g497200",-2.02974215491795,1.31991124681809e-21,TRUE
"Cre12.g498200",-2.53931741668908,3.52028858059849e-35,TRUE
"Cre12.g501350",5.20427791762242,5.19438614247778e-07,TRUE
"Cre12.g502650",2.10121407549378,1.46176809204592e-06,TRUE
"Cre12.g504450",2.78892856033789,0.0186320867826795,TRUE
"Cre12.g504600",-2.39443688480337,3.32256578324962e-12,TRUE
"Cre12.g505250",-2.30468242038482,2.39111636428521e-22,TRUE
"Cre12.g505500",-2.24647699984256,0.0384064188137677,TRUE
"Cre12.g506450",-2.73486406480544,0.00128281616146699,TRUE
"Cre12.g506750",-2.51148642256459,0.00046828274607487,TRUE
"Cre12.g506850",2.4520960793891,5.83307752851075e-06,TRUE
"Cre12.g508100",-2.1300251191955,1.81836383539717e-21,TRUE
"Cre12.g508500",2.80548839870482,5.63699436511968e-21,TRUE
"Cre12.g511050",-2.15308555082147,3.88135000144587e-28,TRUE
"Cre12.g511350",-2.51608792241581,1.80967668201e-21,TRUE
"Cre12.g511950",2.23841191831743,1.07356109730981e-07,TRUE
"Cre12.g512300",4.4766420359298,9.80145481241375e-21,TRUE
"Cre12.g514000",2.33587435226482,6.26933859645977e-36,TRUE
"Cre12.g515400",2.32422225315943,9.11001266438745e-08,TRUE
"Cre12.g516250",2.89993013771022,3.22466531084502e-08,TRUE
"Cre12.g516300",-2.33855370265149,1.05457665314616e-12,TRUE
"Cre12.g517681",2.7441723516186,1.6420653914327e-23,TRUE
"Cre12.g517700",3.17083003521095,4.9871515774636e-61,TRUE
"Cre12.g518400",-4.47676060933765,2.50587557302359e-49,TRUE
"Cre12.g518700",2.75773946196938,8.42820385279388e-18,TRUE
"Cre12.g520350",2.81835618806927,1.16795368019461e-76,TRUE
"Cre12.g522400",-2.59829162067208,3.87421936865585e-07,TRUE
"Cre12.g530350",-3.11648003746647,1.13888773091037e-40,TRUE
"Cre12.g530400",-5.34671171921172,8.18488100931731e-08,TRUE
"Cre12.g531800",-2.93291597957101,3.43277951563117e-33,TRUE
"Cre12.g532850",-7.96140364587185,3.93454759321674e-19,TRUE
"Cre12.g532950",-7.43929418915657,6.77924317846316e-21,TRUE
"Cre12.g533150",5.90584753514423,1.27999550274225e-26,TRUE
"Cre12.g534050",-3.90157531143734,7.02423316906602e-42,TRUE
"Cre12.g536100",-2.12620915457032,2.59558373162557e-14,TRUE
"Cre12.g536250",3.79384823705071,0.000124515331907782,TRUE
"Cre12.g536950",4.2992436248007,6.66140271609262e-72,TRUE
"Cre12.g537250",3.14346080234143,0.0133089308844321,TRUE
"Cre12.g537371",-3.69765116804154,1.96199568796769e-36,TRUE
"Cre12.g537400",-2.44587214857998,3.54019310144716e-06,TRUE
"Cre12.g539800",3.68730196244363,0.0168287073520111,TRUE
"Cre12.g540300",-5.01390720551764,6.5144795217922e-12,TRUE
"Cre12.g540480",3.43810783569562,0.0284457274869805,TRUE
"Cre12.g540800",3.91192389227897,1.68369722322071e-12,TRUE
"Cre12.g540850",4.43567312834455,2.27059308113958e-31,TRUE
"Cre12.g543500",-3.01030141447014,3.03076065632628e-30,TRUE
"Cre12.g544000",-2.25540102729795,4.30768412368582e-24,TRUE
"Cre12.g544850",2.63099953971901,0.000106660891055923,TRUE
"Cre12.g545450",2.31185474892099,3.75819006819791e-08,TRUE
"Cre12.g546500",-5.97537719759826,5.15435972467859e-31,TRUE
"Cre12.g546550",-9.8425767355913,5.16786254294663e-31,TRUE
"Cre12.g546800",-2.64998706044033,2.99932496324905e-17,TRUE
"Cre12.g547100",2.10545549061039,1.99315288987227e-17,TRUE
"Cre12.g548500",-6.75045536422775,9.45480929518993e-34,TRUE
"Cre12.g548650",-2.2001257017463,1.94295111854024e-39,TRUE
"Cre12.g549550",-2.02717983496495,9.85171166117541e-19,TRUE
"Cre12.g549650",3.78248984258526,6.22222267977878e-12,TRUE
"Cre12.g550350",3.7413312659272,2.58875963131435e-09,TRUE
"Cre12.g551300",-3.87908634449528,0.000393072715915644,TRUE
"Cre12.g552300",3.88119756715833,1.00921258074323e-43,TRUE
"Cre12.g553300",-5.49758582684689,1.51339381499812e-82,TRUE
"Cre12.g553350",-3.05737760644041,5.58514243496693e-22,TRUE
